property_id,property_url,purpose,type,added_on,furnishing,price,location,bed_bath_size,permit_number,agent_name,primary_image_url,breadcrumbs,amenities,description
Bayut - 106823-ADN,https://www.bayut.com/property/details-11800052.html,For Rent,Apartment,30-May-25,Unfurnished,"{'currency': 'AED', 'amount': '70,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '1', 'bathrooms': '2', 'size': '636 sqft'}",,Adnan Haider,https://images.bayut.com/thumbnails/777089791-800x600.jpeg,,,
Bayut - 1018401165400,https://www.bayut.com/property/details-11736941.html,For Rent,Apartment,23-May-25,Unfurnished,"{'currency': 'AED', 'amount': '60,000'}",Town Square,"{'bedrooms': '2', 'bathrooms': '2', 'size': '480 sqft'}",,Baharul Bashar,https://images.bayut.com/thumbnails/776057051-800x600.jpeg,,,
Bayut - 102164-Zo0QLH,https://www.bayut.com/property/details-11730927.html,For Rent,Apartment,22-May-25,Unfurnished,"{'currency': 'AED', 'amount': '95,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '1', 'bathrooms': '2', 'size': '783 sqft'}",,Faisal Khalid,https://images.bayut.com/thumbnails/775974277-800x600.jpeg,,,
Bayut - RO-R-21-3601,https://www.bayut.com/property/details-11795081.html,For Rent,Apartment,29-May-25,Unfurnished,"{'currency': 'AED', 'amount': '400,000'}",Downtown Dubai,"{'bedrooms': '2', 'bathrooms': '2', 'size': '1,926 sqft'}",,Jitesh Jeswani,https://images.bayut.com/thumbnails/781179917-800x600.jpeg,,,
Bayut - BI-R-20-13091,https://www.bayut.com/property/details-11943514.html,For Rent,Apartment,17-Jun-25,Furnished,"{'currency': 'AED', 'amount': '94,999'}",Business Bay,"{'bedrooms': '2', 'bathrooms': '2', 'size': '873 sqft'}",,Mehmood Pervez,https://images.bayut.com/thumbnails/779751289-800x600.jpeg,,,
Bayut - BI-R-20-12806,https://www.bayut.com/property/details-11745696.html,For Rent,Apartment,24-May-25,Furnished,"{'currency': 'AED', 'amount': '69,999'}",Business Bay,"{'bedrooms': ""{'@type': 'QuantitativeValue', 'name': 'Bedroom(s)', 'value': '0'}"", 'bathrooms': '1', 'size': '408 sqft'}",,Mehmood Pervez,https://images.bayut.com/thumbnails/776206255-800x600.jpeg,,,
Bayut - 102292-Lr3LUk,https://www.bayut.com/property/details-11180270.html,For Rent,Apartment,22-Mar-25,Unfurnished,"{'currency': 'AED', 'amount': '80,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '1', 'bathrooms': '2', 'size': '646 sqft'}",,Irfaan Abdulhamid Kasimali,https://images.bayut.com/thumbnails/780821979-800x600.jpeg,,,
Bayut - 102691-UKAlq5,https://www.bayut.com/property/details-11931217.html,For Rent,Apartment,16-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '95,000'}",Bur Dubai,"{'bedrooms': '2', 'bathrooms': '3', 'size': '1,150 sqft'}",,Poornima Priyanka,https://images.bayut.com/thumbnails/779648799-800x600.jpeg,,,
Bayut - RO-R-21-3269,https://www.bayut.com/property/details-11007675.html,For Rent,Apartment,28-Feb-25,Furnished,"{'currency': 'AED', 'amount': '469,999'}",Downtown Dubai,"{'bedrooms': '2', 'bathrooms': '3', 'size': '1,848 sqft'}",,Kharis Rodiel,https://images.bayut.com/thumbnails/763096501-800x600.jpeg,,,
Bayut - B-AR-131837,https://www.bayut.com/property/details-11285214.html,For Rent,Apartment,07-Apr-25,Furnished,"{'currency': 'AED', 'amount': '130,000'}",Business Bay,"{'bedrooms': '1', 'bathrooms': '2', 'size': '830 sqft'}",,Mohammad Jarrar,https://images.bayut.com/thumbnails/767913308-800x600.jpeg,,,
Bayut - MDXBCFR5,https://www.bayut.com/property/details-11823129.html,For Rent,Apartment,02-Jun-25,Furnished,"{'currency': 'AED', 'amount': '250,000'}",Al Wasl,"{'bedrooms': '2', 'bathrooms': '3', 'size': '1,485 sqft'}",,Josh Lytton,https://images.bayut.com/thumbnails/777696503-800x600.jpeg,,,
Bayut - Aim-Fs-Ax,https://www.bayut.com/property/details-11932145.html,For Rent,Apartment,16-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '52,000'}",Dubai Silicon Oasis (DSO),"{'bedrooms': '1', 'bathrooms': '2', 'size': '803 sqft'}",,Faraz Siddiqui,https://images.bayut.com/thumbnails/779567338-800x600.jpeg,,,
Bayut - HI-R-06637,https://www.bayut.com/property/details-11575580.html,For Rent,Apartment,07-May-25,Unfurnished,"{'currency': 'AED', 'amount': '310,000'}",Dubai Harbour,"{'bedrooms': '2', 'bathrooms': '2', 'size': '1,406 sqft'}",,Anna Danchinko,https://images.bayut.com/thumbnails/772977449-800x600.jpeg,,,
Bayut - RZ_AL WALEED_ONEBED,https://www.bayut.com/property/details-11935697.html,For Rent,Apartment,16-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '75,000'}",Arjan,"{'bedrooms': '1', 'bathrooms': '2', 'size': '969 sqft'}",,Rizwan Ali,https://images.bayut.com/thumbnails/779624790-800x600.jpeg,,,
Bayut - XO-16760,https://www.bayut.com/property/details-11866267.html,For Rent,Villa,09-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '430,000'}",,"{'bedrooms': '3', 'bathrooms': '4', 'size': '3,527 sqft'}",,Gavin Richardson,,,,
Bayut - BL-SF-BEVSTUBOULEVARD,https://www.bayut.com/property/details-11416380.html,For Rent,Apartment,22-Apr-25,Unfurnished,"{'currency': 'AED', 'amount': '52,000'}",Arjan,"{'bedrooms': ""{'@type': 'QuantitativeValue', 'name': 'Bedroom(s)', 'value': '0'}"", 'bathrooms': '1', 'size': '397 sqft'}",,Sohail Farooq,https://images.bayut.com/thumbnails/770265499-800x600.jpeg,,,
Bayut - EANDT-R-3362,https://www.bayut.com/property/details-11909718.html,For Rent,Villa,13-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '480,000'}",Business Bay,"{'bedrooms': '2', 'bathrooms': '3', 'size': '5,432 sqft'}",,Edward Clapham,https://images.bayut.com/thumbnails/778949193-400x300.jpeg,,,
Bayut - RO-R-21-3640,https://www.bayut.com/property/details-11847907.html,For Rent,Apartment,04-Jun-25,Furnished,"{'currency': 'AED', 'amount': '110,000'}",Business Bay,"{'bedrooms': '1', 'bathrooms': '2', 'size': '845 sqft'}",,Jitesh Jeswani,https://images.bayut.com/thumbnails/778105384-800x600.jpeg,,,
Bayut - RO-R-21-3175,https://www.bayut.com/property/details-10832597.html,For Rent,Apartment,08-Feb-25,Furnished,"{'currency': 'AED', 'amount': '135,000'}",Business Bay,"{'bedrooms': '2', 'bathrooms': '3', 'size': '1,201 sqft'}",,Jitesh Jeswani,https://images.bayut.com/thumbnails/760433879-800x600.jpeg,,,
Bayut - huspy-13993057,https://www.bayut.com/property/details-11911727.html,For Rent,Townhouse,13-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '330,000'}",Downtown Dubai,"{'bedrooms': '2', 'bathrooms': '2', 'size': '4,914 sqft'}",,Joanna Plunkett,https://images.bayut.com/thumbnails/778442446-400x300.jpeg,,,
Bayut - MC V 4 370,https://www.bayut.com/property/details-11849183.html,For Rent,Villa,04-Jun-25,Furnished,"{'currency': 'AED', 'amount': '370,000'}",,"{'bedrooms': '4', 'bathrooms': '5', 'size': '4,485 sqft'}",,Khuram Iqbal,,,,
Bayut - 100037-q7nO6l,https://www.bayut.com/property/details-11478612.html,For Rent,Apartment,28-Apr-25,Unfurnished,"{'currency': 'AED', 'amount': '72,999'}",Jumeirah Village Circle (JVC),"{'bedrooms': '2', 'bathrooms': '3', 'size': '617 sqft'}",,Faheem Israr,https://images.bayut.com/thumbnails/779683016-800x600.jpeg,,,
Bayut - NAS4650K1M,https://www.bayut.com/property/details-11917233.html,For Rent,Villa,14-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '650,000'}",Downtown Dubai,"{'bedrooms': '2', 'bathrooms': '2', 'size': '14,200 sqft'}",,Irfan Hussain Ghulam Hussain,https://images.bayut.com/thumbnails/775666870-400x300.jpeg,,,
Bayut - SN_AL WALEED_2BHK,https://www.bayut.com/property/details-11921237.html,For Rent,Apartment,14-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '105,000'}",Arjan,"{'bedrooms': '2', 'bathrooms': '2', 'size': '1,152 sqft'}",,Ahsan Saeed,https://images.bayut.com/thumbnails/779278743-800x600.jpeg,,,
Bayut - HI-R-07277,https://www.bayut.com/property/details-11902666.html,For Rent,Apartment,12-Jun-25,Furnished,"{'currency': 'AED', 'amount': '160,000'}",Dubai Harbour,"{'bedrooms': '2', 'bathrooms': '2', 'size': '732 sqft'}",,Sara Salah Abdelsameaa,https://images.bayut.com/thumbnails/779796974-800x600.jpeg,,,
Bayut - DUB206833_L,https://www.bayut.com/property/details-11868867.html,For Rent,Villa,09-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '320,000'}",,"{'bedrooms': '4', 'bathrooms': '5', 'size': '4,015 sqft'}",,Liberty Gee,,,,
Bayut - MT_ALWALEED_2BHK,https://www.bayut.com/property/details-11918183.html,For Rent,Apartment,14-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '105,000'}",Arjan,"{'bedrooms': '2', 'bathrooms': '2', 'size': '1,141 sqft'}",,Muhamad Mustafa,https://images.bayut.com/thumbnails/779225017-800x600.jpeg,,,
Bayut - L-271729,https://www.bayut.com/property/details-11918609.html,For Rent,Villa,14-Jun-25,Furnished,"{'currency': 'AED', 'amount': '320,000'}",,"{'bedrooms': '5', 'bathrooms': '6', 'size': '2,510 sqft'}",,Ellen Dinning,,,,
Bayut - 102164-MabPTB,https://www.bayut.com/property/details-11561342.html,For Rent,Apartment,06-May-25,Furnished,"{'currency': 'AED', 'amount': '118,000'}",Downtown Dubai,"{'bedrooms': '1', 'bathrooms': '2', 'size': '919 sqft'}",,Ali Raza,https://images.bayut.com/thumbnails/772687357-800x600.jpeg,,,
Bayut - IRE-02668,https://www.bayut.com/property/details-11332076.html,For Rent,Apartment,12-Apr-25,Unfurnished,"{'currency': 'AED', 'amount': '80,000'}",Dubailand,"{'bedrooms': '2', 'bathrooms': '2', 'size': '774 sqft'}",,Bilal Khan,https://images.bayut.com/thumbnails/768748347-800x600.jpeg,,,
Bayut - Shazaib .02,https://www.bayut.com/property/details-11925194.html,For Rent,Apartment,15-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '100,000'}",Al Furjan,"{'bedrooms': '2', 'bathrooms': '3', 'size': '1,143 sqft'}",,Shahzaib Ali,https://images.bayut.com/thumbnails/779456795-800x600.jpeg,,,
Bayut - DP-R-54148,https://www.bayut.com/property/details-11800630.html,For Rent,Apartment,30-May-25,Furnished,"{'currency': 'AED', 'amount': '300,000'}",Downtown Dubai,"{'bedrooms': '2', 'bathrooms': '2', 'size': '1,218 sqft'}",,Mahmoud Yossif,https://images.bayut.com/thumbnails/777100281-800x600.jpeg,,,
Bayut - MAKA-02,https://www.bayut.com/property/details-11292888.html,For Rent,Apartment,08-Apr-25,Furnished,"{'currency': 'AED', 'amount': '170,000'}",The Greens,"{'bedrooms': '2', 'bathrooms': '2', 'size': '1,015 sqft'}",,Charles Alexander Bevan,https://images.bayut.com/thumbnails/768040808-800x600.jpeg,,,
Bayut - 9778-Q9bcbB,https://www.bayut.com/property/details-11802266.html,For Rent,Apartment,30-May-25,Unfurnished,"{'currency': 'AED', 'amount': '84,999'}",Jumeirah Village Circle (JVC),"{'bedrooms': '1', 'bathrooms': '2', 'size': '1,400 sqft'}",,Muhammad Amir Manzoor,https://images.bayut.com/thumbnails/777128841-800x600.jpeg,,,
Bayut - JVC-HR-THEAUTOS-1BHK-Y,https://www.bayut.com/property/details-11175087.html,For Rent,Apartment,21-Mar-25,Unfurnished,"{'currency': 'AED', 'amount': '105,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '1', 'bathrooms': '2', 'size': '793 sqft'}",,Haider Abbasi,https://images.bayut.com/thumbnails/766024406-800x600.jpeg,,,
Bayut - RZ_ALWALEED_2BHK,https://www.bayut.com/property/details-11922230.html,For Rent,Apartment,14-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '105,000'}",Arjan,"{'bedrooms': '2', 'bathrooms': '2', 'size': '1,098 sqft'}",,Rizwan Ali,https://images.bayut.com/thumbnails/779408543-800x600.jpeg,,,
Bayut - 101446-50aZ41,https://www.bayut.com/property/details-11321522.html,For Rent,Apartment,11-Apr-25,Furnished,"{'currency': 'AED', 'amount': '68,000'}",Town Square,"{'bedrooms': '1', 'bathrooms': '2', 'size': '603 sqft'}",,Nima Vahid,https://images.bayut.com/thumbnails/768530557-800x600.jpeg,,,
Bayut - NAS31000KM,https://www.bayut.com/property/details-11917821.html,For Rent,Villa,14-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '1,000,000'}",Dubai Hills Estate,"{'bedrooms': '2', 'bathrooms': '2', 'size': '13,932 sqft'}",,Irfan Hussain Ghulam Hussain,https://images.bayut.com/thumbnails/770153886-400x300.jpeg,,,
Bayut - HI-R-07216,https://www.bayut.com/property/details-11849750.html,For Rent,Apartment,04-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '250,000'}",Dubai Hills Estate,"{'bedrooms': '3', 'bathrooms': '4', 'size': '1,468 sqft'}",,Angus Rodger,https://images.bayut.com/thumbnails/779657839-800x600.jpeg,,,
Bayut - IRE-02821,https://www.bayut.com/property/details-11827416.html,For Rent,Apartment,02-Jun-25,Furnished,"{'currency': 'AED', 'amount': '110,000'}",Arjan,"{'bedrooms': '2', 'bathrooms': '2', 'size': '1,094 sqft'}",,Saleem Qaiser,https://images.bayut.com/thumbnails/777762335-800x600.jpeg,,,
Bayut - DP-R-54155,https://www.bayut.com/property/details-11801038.html,For Rent,Apartment,30-May-25,Unfurnished,"{'currency': 'AED', 'amount': '128,000'}",Business Bay,"{'bedrooms': '2', 'bathrooms': '2', 'size': '872 sqft'}",,Maya Abdelnour,https://images.bayut.com/thumbnails/777105974-800x600.jpeg,,,
Bayut - CB-R-11385,https://www.bayut.com/property/details-11921753.html,For Rent,Apartment,14-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '320,000'}",Downtown Dubai,"{'bedrooms': '3', 'bathrooms': '4', 'size': '1,981 sqft'}",,Mustjab Ahmad,https://images.bayut.com/thumbnails/779305851-800x600.jpeg,,,
Bayut - 10352-JwbtS1,https://www.bayut.com/property/details-10530606.html,For Rent,Apartment,09-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '64,000'}",Arjan,"{'bedrooms': '2', 'bathrooms': '2', 'size': '981 sqft'}",,Rashid Naseem,https://images.bayut.com/thumbnails/755425938-800x600.jpeg,,,
Bayut - RO-R-21-2710,https://www.bayut.com/property/details-10043091.html,For Rent,Apartment,28-Oct-24,Unfurnished,"{'currency': 'AED', 'amount': '160,000'}",Barsha Heights (Tecom),"{'bedrooms': '2', 'bathrooms': '4', 'size': '1,684 sqft'}",,Nadeem  Riaz,https://images.bayut.com/thumbnails/745611923-800x600.jpeg,,,
Bayut - GVVrex-237,https://www.bayut.com/property/details-11436007.html,For Rent,Villa,23-Apr-25,Unfurnished,"{'currency': 'AED', 'amount': '225,000'}",,"{'bedrooms': '3', 'bathrooms': '5', 'size': '7,776 sqft'}",,Neil Ian Loayon,,,,
Bayut - Azizi14/217,https://www.bayut.com/property/details-11919130.html,For Rent,Apartment,14-Jun-25,Furnished,"{'currency': 'AED', 'amount': '150,000'}",Meydan City,"{'bedrooms': '2', 'bathrooms': '1', 'size': '1,057 sqft'}",,Muhammad Abdullah,https://images.bayut.com/thumbnails/779240890-800x600.jpeg,,,
Bayut - NOVVI-6323,https://www.bayut.com/property/details-11848948.html,For Rent,Apartment,04-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '112,000'}",Dubai Creek Harbour,"{'bedrooms': '2', 'bathrooms': '1', 'size': '713 sqft'}",,Brian Flanagan,https://images.bayut.com/thumbnails/778122520-800x600.jpeg,,,
Bayut - 9778-QmkvWp,https://www.bayut.com/property/details-11800404.html,For Rent,Apartment,30-May-25,Unfurnished,"{'currency': 'AED', 'amount': '144,999'}",Jumeirah Village Circle (JVC),"{'bedrooms': '2', 'bathrooms': '1', 'size': '1,345 sqft'}",,Muhammad Amir Manzoor,https://images.bayut.com/thumbnails/777095190-800x600.jpeg,,,
Bayut - ALILORETO3 2BHK,https://www.bayut.com/property/details-11918943.html,For Rent,Apartment,14-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '140,000'}",DAMAC Hills,"{'bedrooms': '2', 'bathrooms': '2', 'size': '1,456 sqft'}",,Ali Raza,https://images.bayut.com/thumbnails/779238294-800x600.jpeg,,,
Bayut - HAIDER -002400,https://www.bayut.com/property/details-11745001.html,For Rent,Apartment,24-May-25,Furnished,"{'currency': 'AED', 'amount': '79,999'}",Jumeirah Village Circle (JVC),"{'bedrooms': '1', 'bathrooms': '2', 'size': '753 sqft'}",,Mohammad Onaib Shahid Ahmed,https://images.bayut.com/thumbnails/776196710-800x600.jpeg,,,
Bayut - 101578-sXj5CB,https://www.bayut.com/property/details-11904815.html,For Rent,Apartment,12-Jun-25,Furnished,"{'currency': 'AED', 'amount': '85,000'}",Arjan,"{'bedrooms': '1', 'bathrooms': '2', 'size': '909 sqft'}",,Mirza Shahzad,https://images.bayut.com/thumbnails/778999287-800x600.jpeg,,,
Bayut - 100243-1MIxzG,https://www.bayut.com/property/details-11833636.html,For Rent,Apartment,03-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '74,999'}",Arjan,"{'bedrooms': '1', 'bathrooms': '2', 'size': '695 sqft'}",,Mansoor Rehman Sheikh,https://images.bayut.com/thumbnails/777906073-800x600.jpeg,,,
Bayut - 100243-3L2Cx1,https://www.bayut.com/property/details-11674831.html,For Rent,Apartment,17-May-25,Furnished,"{'currency': 'AED', 'amount': '89,998'}",Arjan,"{'bedrooms': '2', 'bathrooms': '1', 'size': '909 sqft'}",,Mansoor Rehman Sheikh,https://images.bayut.com/thumbnails/778426376-800x600.jpeg,,,
Bayut - H4L-3612018,https://www.bayut.com/property/details-11461431.html,For Rent,Apartment,25-Apr-25,Unfurnished,"{'currency': 'AED', 'amount': '70,000'}",Town Square,"{'bedrooms': '2', 'bathrooms': '2', 'size': '478 sqft'}",,Paresh Kamlani,https://images.bayut.com/thumbnails/770963890-800x600.jpeg,,,
Bayut - H4L-3612873,https://www.bayut.com/property/details-11828341.html,For Rent,Apartment,02-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '68,000'}",Town Square,"{'bedrooms': '2', 'bathrooms': '2', 'size': '480 sqft'}",,Paresh Kamlani,https://images.bayut.com/thumbnails/777776901-800x600.jpeg,,,
Bayut - MGT250008_L,https://www.bayut.com/property/details-10926012.html,For Rent,Apartment,30-May-25,Unfurnished,"{'currency': 'AED', 'amount': '115,000'}",Business Bay,"{'bedrooms': '1', 'bathrooms': '2', 'size': '702 sqft'}",,Sean Fennessy,https://images.bayut.com/thumbnails/761591592-800x600.jpeg,,,
Bayut - 1016801184937,https://www.bayut.com/property/details-11902365.html,For Rent,Apartment,12-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '68,000'}",Arjan,"{'bedrooms': '1', 'bathrooms': '2', 'size': '915 sqft'}",,Sandesh Parayil,https://images.bayut.com/thumbnails/778959769-800x600.jpeg,,,
Bayut - 10649-ReuJSK,https://www.bayut.com/property/details-11916203.html,For Rent,Apartment,14-Jun-25,Furnished,"{'currency': 'AED', 'amount': '85,000'}",Liwan,"{'bedrooms': '1', 'bathrooms': '2', 'size': '769 sqft'}",,Umair Ali safdar,https://images.bayut.com/thumbnails/779198670-800x600.jpeg,,,
Bayut - 101446-vwMO6V,https://www.bayut.com/property/details-11849761.html,For Rent,Apartment,04-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '70,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '2', 'bathrooms': '2', 'size': '782 sqft'}",,Nima Vahid,https://images.bayut.com/thumbnails/778139830-800x600.jpeg,,,
Bayut - AMK-HIB-BOX-A-R-501,https://www.bayut.com/property/details-11895099.html,For Rent,Apartment,11-Jun-25,Furnished,"{'currency': 'AED', 'amount': '169,999'}",Jumeirah Village Circle (JVC),"{'bedrooms': '2', 'bathrooms': '2', 'size': '1,595 sqft'}",,Hiba Alsaigh,https://images.bayut.com/thumbnails/778861821-800x600.jpeg,,,
Bayut - 106218-cFzNhF,https://www.bayut.com/property/details-11572815.html,For Rent,Apartment,07-May-25,Unfurnished,"{'currency': 'AED', 'amount': '135,000'}",Umm Suqeim,"{'bedrooms': '2', 'bathrooms': '1', 'size': '743 sqft'}",,Iuri Jauad,https://images.bayut.com/thumbnails/772880784-800x600.jpeg,,,
Bayut - whitewill-13981272,https://www.bayut.com/property/details-11880042.html,For Rent,Apartment,10-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '120,000'}",Jumeirah,"{'bedrooms': '1', 'bathrooms': '2', 'size': '770 sqft'}",,Denis Semashko,https://images.bayut.com/thumbnails/778614274-800x600.jpeg,,,
Bayut - L-267564,https://www.bayut.com/property/details-11722664.html,For Rent,Apartment,22-May-25,Unfurnished,"{'currency': 'AED', 'amount': '228,000'}",Dubai Hills Estate,"{'bedrooms': '2', 'bathrooms': '3', 'size': '1,362 sqft'}",,Anthony David,https://images.bayut.com/thumbnails/775845583-800x600.jpeg,,,
Bayut - AP20452L,https://www.bayut.com/property/details-11887178.html,For Rent,Apartment,11-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '110,000'}",Jumeirah Beach Residence (JBR),"{'bedrooms': '1', 'bathrooms': '2', 'size': '1,198 sqft'}",,Jocelyn Babon,https://images.bayut.com/thumbnails/778733375-800x600.jpeg,,,
Bayut - 100561-xTZnKL,https://www.bayut.com/property/details-11793354.html,For Rent,Apartment,29-May-25,Furnished,"{'currency': 'AED', 'amount': '200,000'}",Business Bay,"{'bedrooms': '2', 'bathrooms': '3', 'size': '1,475 sqft'}",,Aykel Mejri,https://images.bayut.com/thumbnails/777010698-800x600.jpeg,,,
Bayut - 101578-ezpvXF,https://www.bayut.com/property/details-11796842.html,For Rent,Villa,29-May-25,,"{'currency': 'AED', 'amount': '290,000'}",,"{'bedrooms': '5', 'bathrooms': '6', 'size': '4,005 sqft'}",,Irfan Ali Khan,,,,
Bayut - 100037-c81EcW,https://www.bayut.com/property/details-11900580.html,For Rent,Apartment,12-Jun-25,Furnished,"{'currency': 'AED', 'amount': '70,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '1', 'bathrooms': '2', 'size': '636 sqft'}",,Chaimaa Ayadi,https://images.bayut.com/thumbnails/778933437-800x600.jpeg,,,
Bayut - VI10212L,https://www.bayut.com/property/details-11797761.html,For Rent,Villa,29-May-25,Unfurnished,"{'currency': 'AED', 'amount': '360,000'}",,"{'bedrooms': '4', 'bathrooms': '5', 'size': '5,483 sqft'}",,Peter Francis,,,,
Bayut - axc-3989151-r1,https://www.bayut.com/property/details-11524745.html,For Rent,Townhouse,02-May-25,Unfurnished,"{'currency': 'AED', 'amount': '185,000'}",Arjan,"{'bedrooms': '1', 'bathrooms': '2', 'size': '1,881 sqft'}",,Eugene Yudin,https://images.bayut.com/thumbnails/775324459-400x300.jpeg,,,
Bayut - AP7749-2L,https://www.bayut.com/property/details-11566378.html,For Rent,Apartment,06-May-25,Unfurnished,"{'currency': 'AED', 'amount': '280,000'}",Downtown Dubai,"{'bedrooms': '2', 'bathrooms': '1', 'size': '1,723 sqft'}",,Zaheer Nadir Khan,https://images.bayut.com/thumbnails/772889321-800x600.jpeg,,,
Bayut - HI-R-07246,https://www.bayut.com/property/details-11872291.html,For Rent,Townhouse,10-Jun-25,Unfurnished,"{'currency': 'AED', 'amount': '130,000'}",Dubai Hills Estate,"{'bedrooms': '1', 'bathrooms': '2', 'size': '3,218 sqft'}",,Abdullatif Ahmad Husamo,https://images.bayut.com/thumbnails/779651415-400x300.jpeg,,,
Bayut - 106580-SOBWWc,https://www.bayut.com/property/details-11785655.html,For Rent,Apartment,28-May-25,Unfurnished,"{'currency': 'AED', 'amount': '77,000'}",Arjan,"{'bedrooms': '1', 'bathrooms': '2', 'size': '859 sqft'}",,Bilal Asghar,https://images.bayut.com/thumbnails/777591901-800x600.jpeg,,,
Bayut - 1016801164328,https://www.bayut.com/property/details-11685918.html,For Rent,Apartment,19-May-25,Unfurnished,"{'currency': 'AED', 'amount': '65,000'}",Town Square,"{'bedrooms': '1', 'bathrooms': '1', 'size': '480 sqft'}",,Sandesh Parayil,https://images.bayut.com/thumbnails/775185184-800x600.jpeg,,,
Bayut - 100037-crndjo,https://www.bayut.com/property/details-11558796.html,For Rent,Apartment,06-May-25,Unfurnished,"{'currency': 'AED', 'amount': '145,000'}",Jumeirah Village Circle (JVC),"{'bedrooms': '3', 'bathrooms': '4', 'size': '1,579 sqft'}",,Shehryar Nadeem,https://images.bayut.com/thumbnails/772656921-800x600.jpeg,,,
Bayut - IRE-02635,https://www.bayut.com/property/details-11233620.html,For Rent,Apartment,31-Mar-25,Furnished,"{'currency': 'AED', 'amount': '55,000'}",Al Furjan,"{'bedrooms': '1', 'bathrooms': '2', 'size': '411 sqft'}",,Saleem Qaiser,https://images.bayut.com/thumbnails/767033460-800x600.jpeg,,,
Bayut - DR-R-07-Isk,https://www.bayut.com/property/details-11824028.html,For Rent,Apartment,02-Jun-25,Furnished,"{'currency': 'AED', 'amount': '140,000'}",Dubai Harbour,"{'bedrooms': '1', 'bathrooms': '2', 'size': '594 sqft'}",,Iskandar Isokov,https://images.bayut.com/thumbnails/777711662-800x600.jpeg,,,
Bayut - IRE-FF-1BHK-510,https://www.bayut.com/property/details-11895664.html,For Rent,Apartment,11-Jun-25,Furnished,"{'currency': 'AED', 'amount': '55,000'}",Dubai South,"{'bedrooms': '1', 'bathrooms': '2', 'size': '657 sqft'}",,Nayana Jayarajan,https://images.bayut.com/thumbnails/778870194-800x600.jpeg,,,
Bayut - 13850691,https://www.bayut.com/property/details-11578770.html,For Rent,Apartment,07-May-25,Furnished,"{'currency': 'AED', 'amount': '89,990'}",Mohammed Bin Rashid City,"{'bedrooms': '1', 'bathrooms': '1', 'size': '679 sqft'}",,Mazen Hamdy Gamal Aly Gabr,https://images.bayut.com/thumbnails/772984286-800x600.jpeg,,,
Bayut - DP-R-54237,https://www.bayut.com/property/details-11849377.html,For Rent,Apartment,04-Jun-25,Furnished,"{'currency': 'AED', 'amount': '235,000'}",Business Bay,"{'bedrooms': '2', 'bathrooms': '3', 'size': '1,351 sqft'}",,Miriam Njeri Mwangi,https://images.bayut.com/thumbnails/778130721-800x600.jpeg,,,
Bayut - 6775-Nb5eog,https://www.bayut.com/property/details-11513434.html,For Rent,Villa,01-May-25,,"{'currency': 'AED', 'amount': '180,000'}",,"{'bedrooms': '4', 'bathrooms': '4', 'size': '2,516 sqft'}",,Hassan Khan,,,,
Bayut - DP-R-53454,https://www.bayut.com/property/details-11340532.html,For Rent,Apartment,14-Apr-25,Unfurnished,"{'currency': 'AED', 'amount': '79,000'}",Business Bay,"{'bedrooms': '1', 'bathrooms': '2', 'size': '516 sqft'}",,Konstantina Strongyli,https://images.bayut.com/thumbnails/768887295-800x600.jpeg,,,
Bayut - LOF251302_L,https://www.bayut.com/property/details-11523366.html,For Rent,Apartment,02-May-25,Furnished,"{'currency': 'AED', 'amount': '260,000'}",DAMAC Hills,"{'bedrooms': '1', 'bathrooms': '2', 'size': '2,816 sqft'}",,Caroline Gachara,https://images.bayut.com/thumbnails/772035075-800x600.jpeg,,,
Bayut - 7319-JVMCA5,https://www.bayut.com/property/details-11742883.html,For Rent,Townhouse,24-May-25,Furnished,"{'currency': 'AED', 'amount': '300,000'}",,"{'bedrooms': '4', 'bathrooms': '5', 'size': '2,325 sqft'}",,,,,,
